@RELATION cost

@ATTRIBUTE NPT4_PUB numeric
@ATTRIBUTE NPT4_PRIV numeric
@ATTRIBUTE NPT41_PUB numeric
@ATTRIBUTE NPT42_PUB numeric
@ATTRIBUTE NPT43_PUB numeric
@ATTRIBUTE NPT44_PUB numeric
@ATTRIBUTE NPT45_PUB numeric
@ATTRIBUTE NPT41_PRIV numeric
@ATTRIBUTE NPT42_PRIV numeric
@ATTRIBUTE NPT43_PRIV numeric
@ATTRIBUTE NPT44_PRIV numeric
@ATTRIBUTE NPT45_PRIV numeric
@ATTRIBUTE NPT4_048_PUB numeric
@ATTRIBUTE NPT4_048_PRIV numeric
@ATTRIBUTE NPT4_3075_PUB numeric
@ATTRIBUTE NPT4_3075_PRIV numeric
@ATTRIBUTE NPT4_75UP_PUB numeric
@ATTRIBUTE NPT4_75UP_PRIV numeric
@ATTRIBUTE NUM4_PUB numeric
@ATTRIBUTE NUM4_PRIV numeric
@ATTRIBUTE NUM41_PUB numeric
@ATTRIBUTE NUM42_PUB numeric
@ATTRIBUTE NUM43_PUB numeric
@ATTRIBUTE NUM44_PUB numeric
@ATTRIBUTE NUM45_PUB numeric
@ATTRIBUTE NUM41_PRIV numeric
@ATTRIBUTE NUM42_PRIV numeric
@ATTRIBUTE NUM43_PRIV numeric
@ATTRIBUTE NUM44_PRIV numeric
@ATTRIBUTE NUM45_PRIV numeric
@ATTRIBUTE COSTT4_A numeric
@ATTRIBUTE TUITIONFEE_IN numeric
@ATTRIBUTE TUITIONFEE_OUT numeric

@DATA
0.7703350023354737,0,1.2521931877747399,0.884825573157736,1.081442196296133,0.5641861338218883,-0.004426800487468113,0,0,0,0,0,1.1500358637031818,0,0.8885787356678324,0,0.3933237393359418,0,0.32256972646451976,0,0.7855808795400503,0.348068343645518,-0.027549083999773797,-0.21652623329231133,-0.3465949851609167,0,0,0,0,0,-0.3444195204825103,-0.4477901451509025,-0.013912784264397321
1.3078645054155318,0,1.3867170919136054,1.4431584608285355,1.4826077099413761,1.1775874458989424,0.765772806896316,0,0,0,0,0,1.3963270963945158,0,1.446015453522707,0,1.0140490487115732,0,0.6465104261487556,0,0.38226620999822686,0.49644087339679405,0.517353273811204,0.9951786410313874,0.6378504076032598,0,0,0,0,0,-0.23853882193910325,-0.5869330221480954,0.03424041107267075
1.8557790452629788,0,1.7955299954005477,2.0488325111777157,1.8453588653419202,1.601223778231359,1.240822929698723,0,0,0,0,0,1.890391755755266,0,1.9731820070830397,0,1.4548067708494026,0,-0.3069754068840897,0,-0.5043858809786389,-0.3937943051108623,-0.14968237109533777,0.05930902265129489,0.08234193597204595,0,0,0,0,0,-0.33028225223005253,-0.46848764810423493,0.31014520597695266
-0.48313893548838655,0,-0.13447622112236102,-1.518104472687702,-0.3046950658748741,-0.42035416925233116,-0.4493596289448366,0,0,0,0,0,-0.33635766398363554,0,-1.0151817510412133,0,-0.39433982969466425,0,0.05822189134483667,0,0.6351381059807987,-0.25414957122730836,-0.3563694723339845,-0.38399763868664366,-0.38175374918820876,0,0,0,0,0,-0.5459872030925522,-0.5039690817385191,-0.1514933423703061
2.2533182527186324,0,2.297436435517911,2.5493310918651324,2.3355444786320656,1.9781719012615235,1.7931741079867287,0,0,0,0,0,2.384209382786336,0,2.423974607654066,0,1.9324130600574154,0,1.1461736751900065,0,0.43988259136134444,0.8891916874442894,1.1186248410509037,1.4680390797918552,1.7066768340329372,0,0,0,0,0,0.1314855729002243,-0.3778708494598131,0.8054352151582242
-0.7826433958598872,0,-0.7182450741479763,-0.759181710163145,-0.8367454288688235,-0.9266092682762905,-0.9705896030763026,0,0,0,0,0,-0.7358089410768022,0,-0.8095774812559775,0,-0.9077767697554522,0,-0.33600782808220514,0,-0.17469214317857693,-0.26287736709503046,-0.3845540770483455,-0.3544438612641144,-0.40988076041004234,0,0,0,0,0,-1.0389314250532489,-0.8866119934807996,-0.8845746134670606
0.9242412472281796,0,1.1977846328540112,1.313580329992349,1.015884758573143,0.8318365134163658,0.2863054809233034,0,0,0,0,0,1.2154994310684812,0,1.1076881556767868,0,0.6176724736527491,0,-0.187789677754984,0,-0.09146848120962925,-0.13196042907919867,-0.4033438135245861,-0.11801364188388053,-0.1708011650244566,0,0,0,0,0,-0.5039474317102437,-0.44918157392087443,0.2718457533150375
2.5873010351578647,0,2.2857061507414236,2.5273686968081517,2.5427979922756228,2.363080686707279,2.236099116821095,0,0,0,0,0,2.403971969160766,0,2.5392340793909765,0,2.3477228767600353,0,0.8527934188722078,0,-0.03705300992224037,0.5924466279417373,0.9589120810028584,1.4877415980735413,1.7488673508656876,0,0,0,0,0,0.2772482492505647,-0.3557819177365087,0.9997212735645413
0,0.39272610106436634,0,0,0,0,0,0.2202789127586118,-0.055321311236592924,0.0547014739835314,-0.1567114603698423,-0.10393375773477412,0,0.16056752201083802,0,0.12383711635219515,0,-0.020160203456456794,0,0.16872244563721656,0,0,0,0,0,-0.15057039988866686,-0.06399659749360252,0.610075312137109,0.42793916685542743,0.545989966777683,1.5842759025277873,1.618655506853658,1.4727009219718818
-1.7287202453690311,0,-1.7924396630416268,-1.9468592295223148,-1.901076180953996,-1.8192792240138205,-1.8166847922095837,0,0,0,0,0,-1.8326324848576678,0,-1.9561181657661708,0,-1.7563117285870793,0,-0.4429693798647359,0,-0.26111671522325336,-0.40252210097858443,-0.553661705334511,-0.42340267525001596,-0.42394426602095914,0,0,0,0,0,-1.3778538297371696,-0.8813941355934047,-0.8789970232735778
