@RELATION scorecard

@ATTRIBUTE LATITUDE REAL
@ATTRIBUTE LONGITUDE REAL

@DATA
37.78239,-122.279261
34.942979,-120.42148600000002
34.095315,-118.34409699999999
37.865252000000005,-122.256149
34.10846,-118.30998899999999
33.884391,-118.12503600000001
34.079236,-118.292282
37.787326,-122.404945
38.649734,-121.34601200000002
34.676207,-118.18616599999999
34.170844,-118.186901
34.055987,-118.27243
32.715658000000005,-117.158203
34.130865,-117.88795
35.4108,-118.973491
34.871451,-117.02523000000001
32.676762,-117.090235
33.842295,-117.941323
33.904823,-118.017342
34.33851,-119.295231
33.819,-117.90640900000001
34.061406,-118.30288200000001
39.649116,-121.644691
34.24203,-118.567631
37.774768,-122.416537
36.9891,-121.927926
33.928569,-117.42586999999999
37.76723,-122.399941
37.780718,-122.41539499999999
34.139275,-118.12574
34.225551,-118.87946699999999
35.29889,-120.65856000000001
32.897056,-117.094398
35.350004999999996,-119.10471100000001
37.52577,-120.852511
34.182987,-117.32250800000001
34.054272999999995,-117.819019
39.728003,-121.846333
33.86524,-118.259316
36.814477000000004,-119.748258
33.883627000000004,-117.885349
37.657070000000004,-122.058073
33.782752,-118.1123
34.066927,-118.16896499999999
34.236709999999995,-118.526817
38.55745,-121.42193999999999
37.871969,-122.260423
38.539895,-121.751958
33.648434,-117.841248
34.068892,-118.443901
33.97588,-117.331098
32.876598,-117.237793
37.762736,-122.458049
34.416281,-119.846404
36.997258,-122.06799299999999
37.430325,-122.10866000000001
37.645216999999995,-120.99689
36.75031,-119.71120800000001
37.765415000000004,-122.402643
32.765221000000004,-117.02426100000001
34.393337,-118.56730300000001
38.069061,-122.231551
32.721940000000004,-117.16259699999999
37.447365000000005,-122.265549
34.403121,-118.569524
33.781017999999996,-118.031697
34.195438,-118.44833500000001
32.711715000000005,-117.122496
37.322722999999996,-121.88698000000001
32.790908,-115.549079
34.075136,-117.26873799999998
36.931833000000005,-121.767991
36.671634999999995,-121.652791
33.88584,-118.09726299999998
35.567763,-117.66770600000001
37.642513,-122.10696899999999
34.14705,-117.573086
33.793678,-117.851481
33.925658,-118.242791
33.6535,-117.81063
32.84281,-116.978151
37.876169,-122.26139099999999
34.135487,-117.88526599999999
38.71307,-121.28953100000001
37.725953000000004,-122.451155
34.103778000000005,-117.71239399999999
34.102323,-117.706593
36.271640000000005,-119.312151
36.836915000000005,-119.69018999999999
33.609771,-117.86184399999999
37.413664000000004,-121.94055300000001
32.821962,-117.13649299999999
33.788258,-117.85348
34.058091999999995,-117.74773200000001
38.030361,-120.387603
34.179596000000004,-118.538394
33.876665,-118.20918600000002
37.968623,-122.342386
38.453835999999995,-121.42297099999999
34.038513,-117.100826
35.329859,-120.741624
32.743072,-116.94104399999999
33.827625,-118.02388899999998
37.319176,-122.04536499999999
33.729555,-116.40392800000001
40.880871,-123.988878
33.732484,-116.38761000000001
32.731021999999996,-117.14980800000001
37.968035,-122.06986100000002
37.980014000000004,-122.51465400000001
37.881099,-122.26461200000001
34.039204999999995,-118.14838400000001
33.885585999999996,-118.326623
34.062216,-118.33833200000001
34.0303,-118.4847
38.467789,-122.728642
37.301736,-121.766686
34.044209,-118.25993000000001
37.786324,-122.406503
33.691963,-117.852254
39.952395,-120.970877
38.64883,-121.49776100000001
34.42941,-119.717161
36.964133000000004,-121.998478
33.872914,-118.37231499999999
37.361104,-122.12833
33.23023,-117.319616
40.798811,-124.165778
36.767516,-119.795129
36.725279,-119.731953
34.14778,-118.14026100000001
33.876794,-117.91698600000001
36.973273999999996,-121.568174
33.131313,-117.31876499999998
34.166422,-118.228251
34.1497,-118.254231
37.789208,-122.398785
33.733775,-118.00303600000001
37.87554,-122.261847
32.816077,-117.00729199999999
33.94297,-117.391021
36.673052,-121.66876299999998
34.106137,-117.710594
37.705545,-122.461674
37.802654,-122.18717
34.420464,-119.58026399999999
40.8741,-124.0814
38.011051,-121.316401
32.827563,-115.50390300000001
37.368642,-121.96954099999999
33.641393,-117.86572199999999
34.017466,-118.49489799999999
33.675079,-117.778575
32.66182,-117.106121
34.102405,-117.818401
33.779990000000005,-117.896171
32.794827000000005,-116.945728
37.881794,-122.183972
34.128099,-118.471764
36.605968,-119.45993
34.089421,-117.830997
32.778278,-117.155395
34.10086,-117.77263400000001
33.561448,-117.77256399999999
38.926864,-119.971631
34.695646,-118.148664
37.796205,-122.26243400000001
40.431327,-120.631169
37.637639,-122.11627
37.804788,-122.269745
32.803259000000004,-116.900531
33.908834000000006,-117.49707099999999
34.050975,-117.261086
33.831741,-118.135819
33.924638,-117.985447
33.784201,-118.28186000000001
34.184184,-118.57719399999999
33.929586,-118.304674
34.032623,-118.26911299999999
34.176406,-118.421446
34.38214,-118.517422
34.087301000000004,-118.292169
34.061605,-118.211418
34.314944,-118.419087
38.005552,-121.861122
37.803958,-122.417185
33.970633,-118.415655
34.278034000000005,-119.293952
36.836251000000004,-119.773747
38.508581,-122.758546
38.007318,-121.308527
38.661377,-121.342568
38.644462,-121.380453
32.821707,-117.133017
33.17244,-117.22081599999999
37.955014,-122.54993600000002
33.734629999999996,-118.333404
39.19119,-123.22903000000001
37.452906,-122.181444
37.335347999999996,-120.476726
37.789088,-122.16733500000001
37.782639,-122.18789
33.191231,-117.302283
37.391323,-121.982174
34.195384000000004,-119.181423
34.182673,-118.39613100000001
37.652042,-121.009723
37.826826000000004,-122.26509399999999
36.599827000000005,-121.896813
36.590826,-121.885774
34.300018,-118.836624
34.043786,-117.8437
34.082112,-118.480471
33.807364,-116.97006299999998
32.765570000000004,-117.16381100000001
34.101527000000004,-118.33783000000001
38.27254,-122.27256499999999
37.841898,-122.287672
32.909469,-117.244243
32.71331,-117.153305
34.25748,-118.49946899999999
37.677778,-120.99275300000001
34.06203,-117.751861
34.072071,-117.949583
34.146907,-118.13926599999999
37.517501,-122.284618
34.126224,-118.210783
33.178889,-117.365276
37.527956,-121.914597
33.670171,-117.911401
33.956607,-118.416615
34.164899,-119.15548999999999
33.87616,-117.88573000000001
32.70406,-117.10186999999999
37.383251,-122.186022
37.898171999999995,-122.260201
34.153073,-118.151573
37.876599,-122.26333100000001
34.0607,-118.29984099999999
38.574090000000005,-122.44963899999999
37.980624,-121.307296
33.661538,-114.651698
33.15019,-117.18171799999999
37.972204,-122.043458
34.144552000000004,-118.118196
34.041911999999996,-118.707677
34.103408,-117.70593899999999
32.763729999999995,-117.063483
32.713295,-117.251204
34.098298,-117.71194399999999
36.049256,-119.01436799999999
34.075,-118.038
33.759203,-117.888384
34.009975,-118.49047
40.59709,-122.387231
34.063571,-117.163847
40.696744,-124.195075
34.108353,-117.631091
33.84778,-117.535451
34.019878000000006,-118.03332900000001
33.971481,-117.38054
37.781238,-122.267523
34.080756,-118.082793
34.066226,-118.289927
38.634809999999995,-121.28857099999999
38.541883,-121.49166000000001
33.551925,-117.664876
37.82029,-122.26633100000001
32.718855,-117.151641
33.12291,-117.283394
32.804935,-117.169072
32.909546,-117.120888
32.77525,-117.071228
32.77142,-117.188721
37.803575,-122.417
37.775321999999996,-122.420143
37.721345,-122.477905
37.969594,-122.564302
37.775564,-122.45097700000001
36.823978000000004,-119.6978
37.994642999999996,-121.317226
36.328049,-119.38498100000001
38.819494,-121.29296799999999
37.316293,-121.92974699999999
37.335201,-121.88121399999999
37.534357,-122.336078
35.359544,-119.061264
34.403862,-119.699744
34.406788,-119.698045
37.352706,-121.938189
34.018968,-118.470431
38.454159999999995,-122.720689
37.80446,-122.27239099999998
34.103654999999996,-117.71133600000002
36.322957,-119.314775
40.564208,-122.31574199999999
40.625731,-122.317982
38.792758,-121.21264599999999
37.306585,-120.495668
36.802756,-119.773017
33.766071000000004,-117.85205900000001
40.61331,-122.333048
41.413848,-122.38916599999999
38.51651,-121.44111000000001
37.630542999999996,-122.465978
34.088716999999995,-117.313814
37.83997,-122.10679499999999
38.235513,-122.120232
38.341023,-122.67326100000001
33.847936,-117.95866299999999
33.787946000000005,-117.874109
33.662686,-117.90091100000001
33.774741,-117.938395
32.641566999999995,-116.997215
37.876939,-122.261778
33.889819,-117.88615800000001
34.04365,-118.232703
34.021058000000004,-118.28385800000001
34.061558000000005,-118.288375
35.149343,-119.459751
34.107602,-117.71525600000001
34.429009,-119.08714099999999
38.64499,-121.36222099999999
33.986057,-118.226206
34.06722,-117.28398
33.959435,-118.292148
34.186464,-118.403755
34.277035,-119.230659
34.528578,-117.303918
34.472231,-117.26145600000001
37.870470000000005,-122.26979299999999
44.98137,-93.265741
36.700462,-121.6523
36.147890999999994,-120.356747
34.005578,-118.387578
37.263133,-122.009701
38.561777,-121.36891999999999
33.121446999999996,-117.046371
34.449265000000004,-119.66193200000001
33.977625,-118.028402
34.209226,-118.34069199999999
37.868221000000005,-122.25316799999999
33.880672,-117.890274
32.71014,-117.154191
34.085494,-118.34668799999999
39.125995,-121.53931599999999
39.07799,-108.56496100000001
37.477238,-105.88094299999999
40.409037,-104.764335
39.607504999999996,-105.018631
39.686066,-104.87529199999999
38.807095000000004,-104.740267
39.74603,-104.99918100000001
38.892734999999995,-104.800296
39.914821999999994,-105.119096
40.004415,-105.26706100000001
39.711701,-105.09483600000002
38.84657,-104.82422
39.718699,-104.86708899999999
39.735587,-104.98584699999999
39.54634,-107.324401
40.080745,-108.790296
39.75079,-105.227148
39.741009000000005,-105.103945
40.574759,-105.08083
38.894265000000004,-104.833928
39.722781,-105.082104
39.717766999999995,-104.801861
39.691571,-104.94118
38.702524,-108.031072
39.74142,-105.00300700000001
39.776509999999995,-104.856171
39.600595,-105.02236299999998
39.695954,-104.964625
39.745740000000005,-104.98571100000001
37.275428000000005,-107.867003
39.901757,-105.039359
39.561946999999996,-107.359099
40.497240999999995,-105.07649199999999
39.674876,-104.959703
38.913621,-104.786252
38.058067,-102.615612
39.076353999999995,-108.54028100000001
39.742248,-105.00239099999999
40.258792,-103.771822
40.014815999999996,-105.267073
38.95211,-104.790581
39.691953000000005,-104.941649
38.814124,-104.751124
40.636879,-103.197536
40.403178000000004,-104.70172099999999
37.971184,-103.544779
39.86156,-104.985441
38.764287,-104.787261
38.931,-104.814211
38.263458,-104.63639599999999
39.720277,-105.150094
39.78976,-105.03138500000001
39.743320000000004,-105.069911
39.96504,-105.25311
38.309219,-104.57984599999999
39.723527000000004,-104.78998
38.832183,-104.78721
39.116346,-108.53062
37.172939,-104.51218399999999
39.914863000000004,-104.943533
38.547421,-106.91971000000001
41.332519,-72.92384799999999
41.39648,-73.451841
41.998409,-72.570177
41.278557,-72.848201
41.632345,-72.92021700000001
41.189413,-73.165185
41.165587,-73.189352
41.690258,-72.770094
41.688246,-72.767972
41.685072,-72.710705
41.379833000000005,-72.107321
41.277311,-72.85489799999999
41.806261,-72.247969
41.74405,-72.6403
41.924248,-72.596915
41.721672999999996,-72.218753
41.160732,-73.25778000000001
41.394495,-72.85745
41.768397,-72.67273399999999
41.773462,-72.673916
41.727016,-72.725762
41.769861,-72.707766
41.796485,-72.714965
41.60682,-72.647853
41.175228000000004,-73.19100300000001
41.760484000000005,-72.562577
41.549564000000004,-73.071209
41.539516,-72.611838
41.328075,-72.095337
41.509945,-72.103039
41.659236,-72.754498
41.978355,-72.451739
41.291314,-72.961472
41.349947,-72.100514
41.102574,-73.450965
41.920982,-73.059291
41.347714,-72.935048
41.169646,-73.149023
41.535334000000006,-73.080525
41.826229999999995,-71.889673
41.419527,-72.895542
41.221548,-73.24461
41.783028,-72.730489
41.304320000000004,-72.92719100000001
41.201198,-73.20110600000001
41.331852000000005,-72.948806
41.2678,-72.977191
40.739862,-74.002085
41.746746,-72.688684
41.705498,-72.87754
41.556779999999996,-72.656755
41.400365,-73.444264
41.311158,-72.926688
38.771265,-75.142425
39.754694,-75.594268
39.198371,-75.56012
39.187173,-75.54053
39.679574,-75.75291700000001
39.742464,-75.694018
39.710939,-75.742386
39.16325,-75.527377
39.682299,-75.586998
38.937802000000005,-77.090106
38.935796,-76.998961
38.943819,-77.066247
38.931427,-76.998806
38.907371000000005,-76.993675
38.89865,-77.047871
38.908809000000005,-77.073463
38.920739000000005,-77.019478
38.869690000000006,-77.170381
38.904851,-77.034349
38.910024,-77.065095
38.927398,-77.004261
38.939606,-77.08995999999999
29.349365000000002,-81.13308599999999
26.101246,-80.123514
26.243609000000003,-80.185311
30.956401,-85.519033
25.878865,-80.196136
29.210193,-81.031429
26.382777,-80.123851
27.462809999999998,-82.602211
29.952134,-82.123082
28.384790999999996,-80.75813000000001
26.079720000000002,-80.23541
28.555401,-81.448402
25.795162,-80.355002
29.166078999999996,-82.175692
28.301869,-81.362512
28.601059999999997,-81.19880500000001
27.005558,-82.147238
30.790646999999996,-85.231946
26.141199,-81.763355
29.202285999999997,-81.051266
26.69165,-80.19969
27.718996,-82.685992
26.554737,-81.887375
30.345129999999997,-81.68481700000001
29.189244,-81.0495
30.428554,-84.28564399999999
26.372536,-80.102293
30.334918,-81.659901
29.89335,-81.315256
28.034910999999997,-82.38344599999999
30.23977,-81.58182099999999
26.175119,-80.203007
27.959058000000002,-82.51508199999999
28.576141999999997,-81.367687
28.064503000000002,-80.624628
30.534939,-87.22061500000001
25.757111,-80.37759100000001
24.582748000000002,-81.74446
25.917854000000002,-80.27067199999999
25.755342000000002,-80.36666600000001
29.593484000000004,-82.338528
28.031507,-81.945791
30.4421,-84.294801
28.573159999999998,-81.19609100000001
29.649428000000004,-82.339958
26.234119,-80.103598
27.412426,-80.324698
28.596546000000004,-81.301286
30.488083000000003,-87.295105
25.804092,-80.263591
30.186103999999997,-85.727249
26.052841,-80.139871
27.934513,-82.456919
27.066473,-80.132413
26.006778,-80.207528
27.839722,-82.688959
27.423121000000002,-80.35785
27.952884,-82.50443299999999
29.162159000000003,-80.997811
25.790008,-80.18839
27.982416999999998,-82.547618
30.350348999999998,-81.60706
30.328002,-81.610068
26.185869,-80.16395899999999
26.540884000000002,-81.842475
25.86696,-80.312721
30.174307000000002,-82.56966700000001
28.833446000000002,-81.690874
28.830237,-81.797731
26.64855,-81.832974
30.448534000000002,-84.339057
25.794676000000003,-80.20815400000001
27.781266,-82.711151
33.697984000000005,-84.123648
27.436065999999997,-82.591739
27.446201000000002,-82.48047199999999
27.995790000000003,-81.89350300000001
26.19042,-80.129971
26.099656,-80.25715600000001
25.916128,-80.29513
25.777717000000003,-80.19085600000001
25.720406,-80.27645
28.471695,-81.41599599999999
25.760695000000002,-80.303842
27.983465999999996,-82.385976
26.631071999999996,-80.113108
26.758227,-80.09480500000001
30.260902,-81.527289
30.473871000000003,-83.421873
30.270916999999997,-81.507853
26.079337,-80.24248
30.537148,-86.47546700000001
28.610884000000002,-81.387438
28.550421999999998,-81.383783
26.704628999999997,-80.049758
26.613214000000003,-80.08710400000001
28.2751,-82.646727
30.480779,-87.200622
27.911921999999997,-82.719064
28.030775,-81.712932
30.646762,-87.100567
26.51582,-80.12570699999999
28.076632,-81.654463
27.35963,-82.548598
30.2196,-81.586741
25.599133,-80.390354
28.591991999999998,-81.34871600000001
29.924377000000003,-81.34582900000001
28.336776,-82.257287
27.9026,-82.717321
27.761183000000003,-82.681534
29.680698,-82.43395799999999
27.285486,-82.500827
27.351394,-82.465363
28.74475,-81.30560600000001
26.031736,-80.198024
25.742579,-80.337411
29.647195,-81.68113699999999
27.569553000000003,-81.508387
28.056646999999998,-82.415876
25.920915,-80.256265
29.036295000000003,-81.301604
28.031864000000002,-81.91899699999999
28.261074,-82.72846
30.2839,-82.99135600000001
30.445234000000003,-84.34146199999999
25.7949,-80.141334
27.996582,-82.49761600000001
27.915296,-82.775886
27.947225,-82.465582
30.077954,-83.565783
30.203363,-85.646585
30.323755,-81.70565500000001
28.194221999999996,-82.677065
27.258910999999998,-82.517388
28.52092,-81.471181
27.825751,-81.599972
30.774490000000004,-85.553345
27.838797999999997,-81.532325
29.14081,-82.19842
30.542855,-87.218125
28.559573999999998,-81.57153199999999
26.085022,-80.232201
28.604385999999998,-81.36174
28.834861,-82.345563
31.481889000000002,-83.528281
33.769996,-84.29563
33.889452,-84.301964
33.57233,-84.33609799999999
31.554340000000003,-84.174284
31.583594,-84.212087
31.571395000000003,-84.14305999999999
31.772321,-84.79502099999999
31.978109000000003,-81.160409
33.937445000000004,-84.354867
33.643370000000004,-84.018361
33.712009,-84.404995
32.879715000000004,-85.18513399999999
33.70893,-84.404659
33.793388,-84.38776999999999
33.927828999999996,-84.29844
33.748771999999995,-84.412818
33.418991999999996,-82.048439
30.899473999999998,-84.535049
33.767494,-84.39972399999999
33.618673,-84.35199899999999
34.289254,-85.189077
33.737021999999996,-84.358086
34.303117,-83.821513
32.185718,-82.586136
33.784535999999996,-84.389224
31.182740999999996,-81.486086
33.691657,-85.183666
33.7236,-84.515091
33.594079,-84.328174
33.764108,-84.282978
32.505697,-84.979348
32.501556,-84.94079599999999
34.224672999999996,-85.171361
34.963327,-85.37496
34.77496,-85.00289000000001
33.801802,-84.20518299999999
31.999571000000003,-81.105435
32.59577,-82.308486
34.282617,-83.146825
33.798836,-84.32578199999999
34.169791,-85.207356
32.538163,-83.895548
33.752007,-84.38239300000001
33.773732,-84.396019
32.058198,-84.21775500000001
33.082786999999996,-83.231962
32.427756,-81.782201
33.7527,-84.38667
33.956428,-83.374049
33.045208,-84.152548
33.255438,-84.291662
33.710440999999996,-84.179602
33.901271,-84.121874
33.962763,-84.066224
33.754903999999996,-84.410337
33.039713,-85.041394
34.236385999999996,-83.864559
33.932103999999995,-84.514156
33.929093,-84.552492
33.846627000000005,-84.362635
32.831709000000004,-83.650114
33.74793,-84.41515600000001
33.742549,-84.411958
34.638529999999996,-83.52959200000001
33.875939,-84.334756
33.469259,-81.991199
34.566629999999996,-83.543216
33.811882000000004,-84.39589000000001
34.318874,-84.55465699999999
32.023210999999996,-81.11475300000001
32.072966,-81.093905
32.024781,-81.063377
34.258192,-85.196213
32.116663,-84.188321
33.813156,-84.36198900000001
33.74519,-84.41011800000001
30.813954,-83.98147800000001
34.59554,-83.353462
34.594437,-83.745972
30.889221000000003,-83.35381
30.849235999999998,-83.289925
32.874648,-83.717186
33.574421,-85.099007
34.93316,-83.847765
21.290274,-157.807642
19.701854,-155.081329
21.292648,-157.816607
21.313505,-157.86195800000002
21.310270000000003,-157.859401
21.319945999999998,-157.87488000000002
21.271357000000002,-157.800413
21.969509,-159.395966
21.392802,-157.985099
20.890560999999998,-156.47985400000002
21.30557,-157.861531
21.296439000000003,-157.754719
21.298959,-157.841529
21.354897,-158.061825
21.40922,-157.813213
43.615935,-116.260571
43.657437,-116.29060700000001
43.604403000000005,-116.205789
43.4818,-111.984645
42.864108,-112.429084
46.726894,-117.02429599999999
43.652653,-116.67683799999999
46.410034,-117.026371
43.660090999999994,-116.335509
42.593695000000004,-114.461693
46.729394,-117.001352
47.676415999999996,-116.798399
43.563181,-116.564792
42.920006,-112.465046
43.815384,-111.784728
42.58148,-114.474373
41.88232,-87.628651
41.877824,-87.62439599999999
41.879646,-87.621411
41.500326,-90.552402
41.754465,-88.349469
40.117722,-88.205839
38.516405999999996,-89.92446600000001
39.8265,-84.9099
41.475983,-90.449497
39.288298,-89.872248
39.935896,-91.398548
39.936595000000004,-91.398901
40.697604999999996,-89.61462
41.17436,-87.84823100000001
41.716251,-87.740865
41.901717,-87.939652
41.731437,-87.551315
41.815699,-87.701239
42.036421000000004,-88.286781
41.970117,-88.114475
41.603863,-87.771567
40.98128,-90.408203
41.798059,-87.58577199999999
41.490281,-90.451978
41.828376,-88.000989
41.887903,-87.633933
41.718813,-87.610344
41.786056,-87.591249
41.78917,-87.601196
41.780253,-87.643425
41.876942,-87.674126
41.709996999999994,-87.589249
41.964502,-87.65910699999999
41.755955,-87.72398100000001
41.886067,-87.62659599999999
41.958774,-87.787868
41.873589,-87.624554
41.898573999999996,-87.810009
41.898323,-87.63744
41.887808,-87.649026
40.128465999999996,-87.586347
40.075994,-87.634654
41.923332,-87.654116
42.249179999999996,-88.294087
41.841577,-88.071635
41.871309000000004,-87.62479300000001
39.483017,-88.175505
42.018066,-88.32194
41.899215000000005,-87.946096
40.713042,-89.268952
42.212921,-88.33789
41.723498,-87.726962
42.053318,-87.676721
39.926572,-91.40454799999999
41.448603000000006,-87.717012
40.55327,-90.038475
38.894751,-89.409178
42.094046999999996,-88.289103
41.961956,-88.71669200000001
41.682460999999996,-88.365535
41.877227000000005,-87.624659
42.011055,-87.761119
42.283315,-89.673597
42.300069,-87.85963199999999
41.872651,-87.651145
41.776395,-88.09594799999999
41.835446999999995,-87.623016
40.108864000000004,-88.23030899999999
40.491521999999996,-88.990622
40.706247,-89.525411
39.730827000000005,-90.246256
38.733906,-88.095764
41.833801,-87.628346
41.886006,-87.623772
40.509724,-88.99234
41.30652,-89.102036
41.87631,-87.62718100000001
41.882044,-87.627626
37.747453,-89.09021
41.877966,-87.628567
39.913722,-91.33956500000001
41.500535,-88.18098499999999
42.05896,-88.28970799999999
41.098226000000004,-87.851737
38.562292,-89.191723
41.898756,-87.64893599999999
41.938805,-88.879739
40.941829,-90.370316
42.355881,-88.012392
42.250456,-87.830777
42.243432,-87.893204
39.43287,-88.37922900000001
40.137178999999996,-87.644452
38.952408,-90.195552
41.605432,-88.079032
40.148897,-89.34581999999999
40.157140999999996,-89.360552
39.721211,-89.611249
41.906487,-87.831253
41.999161,-87.657399
41.795064,-87.599577
41.48559,-90.57091
41.939864,-87.657262
41.875337,-87.626373
39.730226,-90.22175
41.793514,-87.5961
42.258844,-88.366138
38.609431,-89.814486
41.87404,-87.624801
40.70017,-89.591277
40.691390999999996,-89.592173
39.842603999999994,-88.974571
40.914590000000004,-90.637909
41.897822,-87.633459
41.694613000000004,-87.836915
41.7971,-89.965963
41.824303,-87.76230600000001
39.846782,-88.933718
41.879826,-87.62480500000001
41.861919,-88.013153
42.026599,-87.814865
41.775304,-88.143649
41.9751,-87.709142
41.840512,-87.99844
41.933791,-88.766065
41.968664000000004,-87.759615
42.058377,-87.673653
41.980567,-87.72013000000001
42.061893,-87.88064399999999
40.666403,-89.556364
41.155489,-87.873654
40.131963,-88.290359
42.045853,-87.682259
41.525316,-87.63894300000001
41.522921000000004,-88.14939100000001
39.939235,-91.387928
39.949578,-91.35732
41.888723,-87.637632
38.131481,-88.918283
39.883887,-88.894125
41.876278000000006,-87.62706800000001
42.309537,-88.994586
42.255722999999996,-89.02722
42.270639,-89.019536
41.876055,-87.62495200000001
41.902834000000006,-87.821872
41.874911,-87.667498
40.70028,-89.59099300000001
41.533341,-88.096368
39.807318,-89.64579499999999
41.707763,-87.71350699999999
39.729862,-89.614917
41.817659,-89.59648299999999
37.271027000000004,-89.160537
41.83217,-87.62713000000001
41.972414,-87.662806
42.281376,-88.00048000000001
37.751271,-88.435463
41.822756,-87.675917
41.872741,-87.624634
40.527896000000005,-90.072216
42.263191,-89.108339
37.713239,-89.218724
38.793949,-89.99777900000001
41.885919,-87.624794
